"分類","メモ","コマンド","表示名","いまの区分","高互換","止めるまで続く","歩ける","小道具","相手","車","成人向け","効果","手がかり","Dict","Anim"
"","","/e camera2","Camera 2","物を持つ","","","○","prop_pap_camera_01","","","","○","","amb@world_human_paparazzi@male@base","base"
"","","/e camera3","Camera 3","物を持つ","","","○","prop_ing_camera_01","","","","○","phone","cellphone@female","cellphone_text_read_base_cover_low"
"","","/e camera4","Camera 4","物を持つ","","","○","prop_ing_camera_01","","","","○","","chocoholic@single110a","single110a_clip"
"","","/e camera5","Camera 5","物を持つ","","","○","prop_ing_camera_01","","","","○","","chocoholic@single110b","single110b_clip"
"","","/e camera6","Camera 6 - Carry News Camera","物を持つ","","","○","prop_v_cam_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e cameraphotography","Camera Photography","物を持つ","","","○","prop_pap_camera_01","","","","○","","mrwitt@photographic_journey_f","mrwitt"
"","","/e candle","Candle","物を持つ","","","○","v_res_fa_candle04","","","","○","","special_ped@griff@base","base"
"","","/e candy","Candy","物を持つ","","","○","prop_candy_pqs","","","","","eat","mp_player_inteat@pnq","loop"
"","","/e candyapple","Candy Apple","物を持つ","","","○","apple_1","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e candycane","Xmas Candy Cane - Red","物を持つ","","","○","bzzz_food_xmas_lollipop_a","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e candycaneb","Xmas Candy Cane - Green","物を持つ","","","○","bzzz_food_xmas_lollipop_b","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e candycanec","Xmas Candy Cane - Purple","物を持つ","","","○","bzzz_food_xmas_lollipop_c","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e candycaned","Xmas Candy Cane - Yellow","物を持つ","","","○","bzzz_food_xmas_lollipop_d","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e candycanee","Xmas Candy Cane - Blue","物を持つ","","","○","bzzz_food_xmas_lollipop_e","","","","","eat","mp_player_inteat@burger","mp_player_int_eat_burger"
"","","/e capoeira","Capoeira","ふつうの動作","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","med_right"
"","","/e capoeira2","Capoeira 2","ふつうの動作","","○","","","","","","","nightclub","anim@amb@nightclub@mini@dance@dance_solo@techno_karate@","high_right_down"
"","","/e carry","Carry","2人でやる","","","○","","carry2","","","","","missfinale_c2mcs_1","fin_c2_mcs_1_camman"
"","","/e carry2","Be carried","2人でやる","","○","","","carry","","","","","nm","firemans_carry"
"","","/e carry3","Carry 2","2人でやる","","","○","","carry4","","","","","anim@heists@box_carry@","idle"
"","","/e carry4","Be carried 2","2人でやる","","○","","","carry3","","","","","amb@code_human_in_car_idles@generic@ps@base","base"
"","","/e carrycmg","Carry Me Cute 3","2人でやる","","○","","","carrycmg2","","","","","couplepose1cmg@animation","couplepose1cmg_clip"
"","","/e carrycmg2","Carry Me Cute 4","2人でやる","","○","","","carrycmg","","","","","couplepose2cmg@animation","couplepose2cmg_clip"
"","","/e carryextinguisher","Firefighter Extinguisher","物を持つ","","","○","prop_fire_exting_1a","","","","","","amb@lo_res_idles@","world_human_musician_bongos_lo_res_base"
"","","/e carryfoodbag","Carry Food Bag","物を持つ","","","○","prop_food_bs_bag_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e carryfoodbag2","Carry Food Bag 2","物を持つ","","","○","prop_food_cb_bag_01","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e carryfoodbag3","Carry Food Bag 3","物を持つ","","","○","prop_food_bag1","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e carrymecute","Carry Me Cute","2人でやる","","","○","","carrymecute2","","","","","amnilka@photopose@couple@couplefirst","amnilka_couple_mal_002"
"","","/e carrymecute2","Carry Me Cute 2","2人でやる","","○","","","carrymecute","","","","","amnilka@photopose@couple@couplefirst","amnilka_couple_fem_002"
"","","/e carrypizza","Carry Pizza Box","物を持つ","","","○","prop_pizza_box_02","","","","","","anim@heists@box_carry@","idle"
"","","/e cartaunt","Car Taunt","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","cmonfrank"
"","","/e cartauntb","Car Taunt 2","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","cmonmynigga"
"","","/e cartauntc","Car Taunt 3","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","hahahakeepup"
"","","/e cartauntd","Car Taunt 4","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","manthisismeanttobe"
"","","/e cartaunte","Car Taunt 5","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","rememberthis"
"","","/e cartauntf","Car Taunt 6","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","skoolinyoass"
"","","/e cartauntg","Car Taunt 7","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@lamar_1","youaintfuckin"
"","","/e cartaunth","Car Taunt 8","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@franklin","heyidontneedanybody"
"","","/e cartaunti","Car Taunt 9","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@franklin","heymotherfuckayoudriveslowasfuck"
"","","/e cartauntj","Car Taunt 10","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@franklin","kids_on_bicycles"
"","","/e cartauntk","Car Taunt 11","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@franklin","learnhowtouseastick"
"","","/e cartauntl","Car Taunt 12","ふつうの動作","","","","","","車の中だけ","","","","missarmenian1driving_taunts@franklin","slowassshit"
"","","/e cartauntm","Car Taunt 13","ふつうの動作","","","","","","車の中だけ","","","","mp_intro_seq@mcs_7_race_taunt","mcs_7_taunt_female"
"","","/e cartauntn","Car Taunt 14","ふつうの動作","","","","","","車の中だけ","","","","mp_intro_seq@mcs_7_race_taunt","mcs_7_taunt_male"
"","","/walk Casey","Casey","歩き方","","","","","","","","","","move_casey",""
"","","/e cashbox","Cash Box","物を持つ","","","○","m23_1_prop_m31_cashbox_01a","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e cashcase","Cash Briefcase","物を持つ","","","○","bkr_prop_biker_case_shut","","","","","","move_weapon@jerrycan@generic","idle"
"","","/e cashcase2","Cash Briefcase 2","物を持つ","","","○","prop_cash_case_01","","","","","","anim@heists@box_carry@","idle"
"","","/e cashcase3","Cash Briefcase 3","物を持つ","","","○","prop_cash_case_02","","","","","","anim@heists@box_carry@","idle"
"","","/e cashcase4","Cash Briefcase 4 - Diamonds","物を持つ","","","○","ch_prop_ch_security_case_01a","","","","","","anim@heists@box_carry@","idle"
"","","/walk Casual","Casual","歩き方","○","","","","","","","","","move_m@casual@a",""
"","","/walk Casual2","Casual 2","歩き方","○","","","","","","","","","move_m@casual@b",""
"","","/walk Casual3","Casual 3","歩き方","○","","","","","","","","","move_m@casual@c",""
"","","/walk Casual4","Casual 4","歩き方","○","","","","","","","","","move_m@casual@d",""
"","","/walk Casual5","Casual 5","歩き方","○","","","","","","","","","move_m@casual@e",""
"","","/walk Casual6","Casual 6","歩き方","○","","","","","","","","","move_m@casual@f",""
"","","/e catlayobserve","Lay and Watch (Cat)","動物のとき限定","","○","","","","","","","eat sleep","creatures@cat@amb@world_cat_sleeping_ledge@idle_a","idle_a"
"","","/e catlaywatch","Lay and Watch 2 (Cat)","動物のとき限定","","○","","","","","","","eat sleep","amb@lo_res_idles@","creatures_world_cat_ledge_sleep_lo_res_base"
"","","/e catpanic","Panic (Cat)","動物のとき限定","","","","","","","","","eat sleep","creatures@cat@amb@world_cat_sleeping_ground@exit","exit_panic"
"","","/e catpensive","Pensive (Cat)","動物のとき限定","","○","","","","","","","eat","creatures@cat@move","idle_dwn"
"","","/e catplaydead","Play Dead (Cat)","動物のとき限定","","○","","","","","","","eat","creatures@cat@move","dead_left"
"","","/e catplaydead2","Play Dead 2 (Cat)","動物のとき限定","","○","","","","","","","eat","creatures@cat@move","dying"
"","","/e catshuffleleft","Shuffle Left (Cat)","動物のとき限定","","○","","","","","","","eat","creatures@cat@step","step_lft"
"","","/e catshuffleright","Shuffle Right (Cat)","動物のとき限定","","○","","","","","","","eat","creatures@cat@step","step_rgt"
"","","/e catsleep","Sleep (Cat)","動物のとき限定","","○","","","","","","","eat sleep","amb@lo_res_idles@","creatures_world_cat_ground_sleep_lo_res_base"
"","","/e catsleep2","Sleep 2 (Cat)","動物のとき限定","","○","","","","","","","eat sleep","creatures@cat@amb@world_cat_sleeping_ground@base","base"
"","","/e catstretch","Stretch (Cat)","動物のとき限定","","","","","","","","","eat sleep","creatures@cat@amb@world_cat_sleeping_ledge@exit","exit_r"
"","","/e cbbox","Carry Beer Box","物を持つ","","","○","v_ret_ml_beerben1","","","","","","anim@heists@box_carry@","idle"
"","","/e cbbox2","Carry Beer Box 2","物を持つ","","","○","v_ret_ml_beerbla1","","","","","","anim@heists@box_carry@","idle"
"","","/e cbbox3","Carry Beer Box 3","物を持つ","","","○","v_ret_ml_beerjak1","","","","","","anim@heists@box_carry@","idle"
"","","/e cbbox4","Carry Beer Box 4","物を持つ","","","○","v_ret_ml_beerlog1","","","","","","anim@heists@box_carry@","idle"
"","","/e cbbox5","Carry Beer Box 5","物を持つ","","","○","v_ret_ml_beerpis1","","","","","","anim@heists@box_carry@","idle"
"","","/e cbbox6","Carry Beer Box 6","物を持つ","","","○","prop_beer_box_01","","","","","","anim@heists@box_carry@","idle"
"","","/e cbdog","Carry Big Dog","2人でやる","","","○","","cbdog2","","","","","anim@heists@box_carry@","idle"
"","","/e cbdog2","Big Dog Carried","2人でやる","","○","","","cbdog","","","","eat sleep","creatures@rottweiler@amb@sleep_in_kennel@","sleep_in_kennel"
"","","/e ccat","Carry Cat","2人でやる","","○","","","ccat","","","","","anim@scripted@freemode@ig1_pickup_cat@male@","idle_player"
"","","/e ccat2","Be Carried - Cat","2人でやる","","○","","","ccat2","","","","","anim@scripted@freemode@ig1_pickup_cat@cat@","idle_cat"
"","","/e celebrate","Celebrate","ふつうの動作","○","○","","","","","","","","rcmfanatic1celebrate","celebrate"
"","","/e champagne","Champagne","物を持つ","○","","○","prop_drink_champ","","","","","","anim@heists@humane_labs@finale@keycards","ped_a_enter_loop"
"","","/e champagnespray","Champagne Spray","物を持つ","○","","○","ba_prop_battle_champ_open","","","","○","","anim@mp_player_intupperspray_champagne","idle_a"
"","","/e champw","Champagne Waiter","物を持つ","","","○","vw_prop_vw_tray_01a","","","","","","anim@move_f@waitress","idle"
"","","/e champw2","Champagne Waiter 2","物を持つ","","","○","h4_prop_h4_champ_tray_01b","","","","","","anim@move_f@waitress","idle"
"","","/e champw3","Champagne Waiter 3","物を持つ","","","○","h4_prop_h4_champ_tray_01c","","","","","","anim@move_f@waitress","idle"
"","","/e checkcar","Check Out · Female","ふつうの動作","","○","","","","","","","","anim@amb@carmeet@checkout_car@male_a@idles","idle_b"
"","","/e checkcar2","Check Out 2 · Male","ふつうの動作","","○","","","","","","","","anim@amb@carmeet@checkout_car@male_c@idles","idle_a"
"","","/e checkwatch","Check Watch","ふつうの動作","","","○","","","","","","","watch@looking_at","base"
"","","/e cheer","Cheer","ふつうの動作","○","","","","","","","","cheer","Scenario:SCENARIO","WORLD_HUMAN_CHEERING"
"","","/walk Chichi","Chichi","歩き方","○","","","","","","","","","move_f@chichi",""
"","","/e chicken","Chicken","ふつうの動作","○","","○","","","","","","","random@peyote@chicken","wakeup"
"","","/e chill","Chill","ふつうの動作","○","○","","","","","","","","switch@trevor@scares_tramp","trev_scares_tramp_idle_tramp"
"","","/e chillteq","Chill Tequila","物を持つ","","○","","prop_tequila","","","","","","amnilka@photopose@female@homepack001","amnilka_femalehome_photopose_003"
"","","/e chinup","Chinup","ふつうの動作","○","","","","","","","","","Scenario:SCENARIO","PROP_HUMAN_MUSCLE_CHIN_UPS"
"","","/e christianpray","Christian Pray","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_16","prayer_posepack_16_clip"
"","","/e christianpray2","Christian Pray 2","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_17","prayer_posepack_17_clip"
"","","/e christianpray3","Christian Pray 3","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_18","prayer_posepack_18_clip"
"","","/e christianpray4","Christian Pray 4","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_19","prayer_posepack_19_clip"
"","","/e christianpray5","Christian Pray 5","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_20","prayer_posepack_20_clip"
"","","/e christianpray6","Christian Pray 6","ふつうの動作","","○","","","","","","","","smo@prayer_posepack_21","prayer_posepack_21_clip"
"","","/walk Chubbyfemale","Chubby Female","歩き方","","","","","","","","","","move_f@chubby@a",""
"","","/walk Chubbymale","Chubby Male","歩き方","","","","","","","","","","move_chubby",""
"","","/e cig","Cig","物を持つ","○","","○","ng_proc_cigarette01a","","","","○","smoking","amb@world_human_smoking@male@male_a@enter","enter"
"","","/e cigar","Cigar","物を持つ","○","","○","prop_cigar_02","","","","○","smoking","amb@world_human_smoking@male@male_a@enter","enter"
"","","/e cigar2","Cigar 2","物を持つ","○","","○","prop_cigar_01","","","","○","smoking","amb@world_human_smoking@male@male_a@enter","enter"
"","","/e clap","Clap","ふつうの動作","○","","○","","","","","","cheer","amb@world_human_cheering@male_a","base"
"","","/e clapangry","Clap Angry","ふつうの動作","○","○","","","","","","","clap","anim@arena@celeb@flat@solo@no_props@","angry_clap_a_player_a"
"","","/e clean","Clean","物を持つ","○","","○","prop_sponge_01","","","","","lean","timetable@floyd@clean_kitchen@base","base"
"","","/e clean2","Clean 2","物を持つ","○","","○","prop_sponge_01","","","","","lean","amb@world_human_maid_clean@","base"
